"time","H_pump","H0","H_static","I_motor","J_motor","K_eff","K_pump","L_s","P_shaft","Q_flow","Q_max","R_r","R_s","T_em","T_load","T_max","V_supply","Z_total","der(omega)","efficiency","erosion","eta_pump","extra_friction","f_supply","g","gas_ramp","gas_severity","omega","omega_rated","omega_sync","p","rho","rho_eff","s_max","slip","speed_ratio","t_gas_lock","vibration_rms"
1.6,25.902161279994985,80,40,14.733560917466304,0.3,9.36625e-4,0.00127,0.18,3778.5946166966464,0,0.022,0.16,1,35.22864497062129,11.311722313729193,80,1000,67.87225475238118,79.72307552297366,0.21410981293254328,0.75,0.7,0,60,9.81,0,0,107.25915288106545,188.5,188.49555921538757,2,850,850,0.1,0.43097252090430416,0.5690140736396045,9999,0.47845070368198017
1.7,30.038080628017156,80,40,14.733374155110855,0.3,9.36625e-4,0.00127,0.18,4474.251977840717,0,0.022,0.16,1,38.73628686864762,13.073516565107,80,1000,67.87311511077796,85.54256767846873,0.22581391382384797,0.75,0.7,0,60,9.81,0,0,115.50544307492952,188.5,188.49555921538757,2,850,850,0.1,0.38722459268684783,0.6127609712197852,9999,0.48063804856098924
1.8,34.87364587845665,80,40,14.7331078204107,0.3,9.36625e-4,0.00127,0.18,5393.886938652228,0,0.022,0.16,1,43.33978986563488,15.129887140521252,80,1000,67.8743420729357,94.03300908371209,0.23431875958078308,0.75,0.7,0,60,9.81,0,0,124.45577044500546,188.5,188.49555921538757,2,850,850,0.1,0.33974163124557216,0.6602428140318591,9999,0.48301214070159293
1.9,40,80,40,14.732685239736535,0.3,9.36625e-4,0.00127,0.18,6691.368757775195,2.1177930680082522e-4,0.022,0.16,1,49.762734496490964,17.607405224635883,80,1000,67.8762889268028,107.18443090618361,0.23822152627198556,0.75,0.7,0,60,9.81,0,0,134.46545543527233,188.5,188.49555921538757,2,850,850,0.1,0.2866386030791147,0.7133445911685535,9999,0.4856672295584276
2,40,80,40,14.731877094886212,0.3,9.36625e-4,0.00127,0.18,8693.665509933662,0.00222917414800673,0.022,0.16,1,59.47209428467859,20.74542086203423,80,1000,67.8800124084068,129.08891140881454,0.23557540264615398,0.75,0.7,0,60,9.81,0,0,146.18058460021905,188.5,188.49555921538757,2,850,850,0.1,0.22448791256040476,0.7754938175077933,9999,0.4887746908753896
2.1,40,80,40,14.729599025284658,0.3,9.36625e-4,0.00127,0.18,11960.098964153893,0.004546372966059094,0.022,0.16,1,74.392634705353,25.012769487333188,80,1000,67.89051068419525,164.59955072673273,0.2277946457953217,0.75,0.7,0,60,9.81,0,0,160.7699338990247,188.5,188.49555921538757,2,850,850,0.1,0.14708901064709823,0.8528908960160461,9999,0.4926445448008023
2.2,40,80,40,14.714729391661422,0.3,9.36625e-4,0.00127,0.18,12446.295524466248,0.006976143585818296,0.022,0.16,1,70.19147622335133,30.33604742703371,80,1000,67.959115888783,132.85142932105876,0.2936911595578966,0.75,0.7,0,60,9.81,0,0,177.31918737343224,188.5,188.49555921538757,2,850,850,0.1,0.059292494149342075,0.9406853441561392,9999,0.4970342672078069
2.3,40,80,40,14.65106107494843,0.3,9.36625e-4,0.00127,0.18,6972.916174714339,0.00787362261780356,0.022,0.16,1,37.94987977608686,32.53957147792676,80,1000,68.25444211067285,18.03436099386699,0.5832590163553915,0.75,0.7,0,60,9.81,0,0,183.74013872655647,188.5,188.49555921538757,2,850,850,0.1,0.025228289242598262,0.9747487465599812,9999,0.498737437327999
2.4,40,80,40,14.62588734393206,0.3,9.36625e-4,0.00127,0.18,6121.437359380768,0.007964613140704296,0.022,0.16,1,33.196503032470694,32.770420285575554,80,1000,68.37192004045325,1.4202758229838017,0.6715735674364229,0.75,0.7,0,60,9.81,0,0,184.40006627785974,188.5,188.49555921538757,2,850,850,0.1,0.021727264846850072,0.9782496884767095,9999,0.4989124844238354
2.5,40,80,40,14.623446256517932,0.3,9.36625e-4,0.00127,0.18,6053.683359260122,0.00797163067864864,0.022,0.16,1,32.820003009610524,32.78828179917444,80,1000,68.38333334416859,0.10573736812027335,0.67965315688545,0.75,0.7,0,60,9.81,0,0,184.45102998581234,188.5,188.49555921538757,2,850,850,0.1,0.021456893978885117,0.9785200529751318,9999,0.49892600264875653
2.6,40,80,40,14.623262520474636,0.3,9.36625e-4,0.00127,0.18,6048.669080005565,0.007972148832262623,0.022,0.16,1,32.792149064664834,32.78960096608042,80,1000,68.38419255619999,0.008493661948042094,0.6802582183759659,0.75,0.7,0,60,9.81,0,0,184.4547933737989,188.5,188.49555921538757,2,850,850,0.1,0.021436928585523957,0.9785400178981374,9999,0.4989270008949068
2.7,40,80,40,14.62324739611344,0.3,9.36625e-4,0.00127,0.18,6048.2568491548345,0.007972191423117897,0.022,0.16,1,32.78985921276004,32.78970940010897,80,1000,68.38426328380244,4.993755035798131e-4,0.6803080054667379,0.75,0.7,0,60,9.81,0,0,184.455102716671,188.5,188.49555921538757,2,850,850,0.1,0.021435287470617126,0.9785416589743821,9999,0.49892708294871907
2.8,40,80,40,14.623246865899874,0.3,9.36625e-4,0.00127,0.18,6048.24239905115,0.00797219291605326,0.022,0.16,1,32.78977894576944,32.78971320104769,80,1000,68.38426576329721,2.1914907250675242e-4,0.6803097507966355,0.75,0.7,0,60,9.81,0,0,184.4551135600595,188.5,188.49555921538757,2,850,850,0.1,0.021435229944654573,0.9785417164989894,9999,0.49892708582494943
2.9,40,80,40,14.62324657569172,0.3,9.36625e-4,0.00127,0.18,6048.234489943807,0.00797219373319465,0.022,0.16,1,32.78973501250843,32.78971528144892,80,1000,68.38426712042892,6.577019836602935e-5,0.6803107060874964,0.75,0.7,0,60,9.81,0,0,184.45511949506644,188.5,188.49555921538757,2,850,850,0.1,0.021435198458464776,0.9785417479844374,9999,0.4989270873992218
3,40,80,40,14.62324650780956,0.3,9.36625e-4,0.00127,0.18,6048.232639940424,0.00797219392433049,0.022,0.16,1,32.78972473616824,32.789715768071254,80,1000,68.38426743787359,2.989365661676402e-5,0.680310929538016,0.75,0.7,0,60,9.81,0,0,184.45512088331157,188.5,188.49555921538757,2,850,850,0.1,0.02143519109359565,0.978541755349133,9999,0.4989270877674566
3.1,40,80,40,14.623246474071397,0.3,9.36625e-4,0.00127,0.18,6048.231720469538,0.007972194019326978,0.022,0.16,1,32.789719628720555,32.78971600992759,80,1000,68.384267595647,1.2062643222066072e-5,0.6803110405952941,0.75,0.7,0,60,9.81,0,0,184.45512157328375,188.5,188.49555921538757,2,850,850,0.1,0.02143518743317954,0.9785417590094628,9999,0.4989270879504731
3.2,40,80,40,14.623246462283536,0.3,9.36625e-4,0.00127,0.18,6048.231399213274,0.007972194052518037,0.022,0.16,1,32.78971784421647,32.78971609443038,80,1000,68.38426765077186,5.832620288970247e-6,0.6803110793978859,0.75,0.7,0,60,9.81,0,0,184.45512181435487,188.5,188.49555921538757,2,850,850,0.1,0.021435186154257522,0.9785417602883547,9999,0.4989270880144177
3.3,40,80,40,14.623246459441587,0.3,9.36625e-4,0.00127,0.18,6048.231321761333,0.0079721940605201,0.022,0.16,1,32.78971741398889,32.789716114803234,80,1000,68.38426766406197,4.330618850190149e-6,0.6803110887528357,0.75,0.7,0,60,9.81,0,0,184.4551218724749,188.5,188.49555921538757,2,850,850,0.1,0.02143518584592115,0.9785417605966839,9999,0.49892708802983415
3.4,40,80,40,14.62324645659964,0.3,9.36625e-4,0.00127,0.18,6048.231244309355,0.007972194068522164,0.022,0.16,1,32.7897169837611,32.78971613517609,80,1000,68.38426767735207,2.8286167008673146e-6,0.6803110981077902,0.75,0.7,0,60,9.81,0,0,184.45512193059497,188.5,188.49555921538757,2,850,850,0.1,0.02143518553758463,0.9785417609050131,9999,0.4989270880452506
3.5,40,80,40,14.623246453757691,0.3,9.36625e-4,0.00127,0.18,6048.231166857376,0.007972194076524226,0.022,0.16,1,32.78971655353331,32.78971615554895,80,1000,68.38426769064219,1.3266145278597228e-6,0.6803111074627454,0.75,0.7,0,60,9.81,0,0,184.45512198871504,188.5,188.49555921538757,2,850,850,0.1,0.021435185229248106,0.9785417612133424,9999,0.4989270880606671
3.6,40,80,40,14.623246452284342,0.3,9.36625e-4,0.00127,0.18,6048.231126704054,0.007972194080672727,0.022,0.16,1,32.78971633049092,32.78971616611083,80,1000,68.38426769753217,5.479336332806877e-7,0.6803111123126218,0.75,0.7,0,60,9.81,0,0,184.45512201884614,188.5,188.49555921538757,2,850,850,0.1,0.021435185069397632,0.978541761373189,9999,0.49892708806865943
3.7,40,80,40,14.623246452159382,0.3,9.36625e-4,0.00127,0.18,6048.231123298491,0.007972194081024578,0.022,0.16,1,32.789716311573805,32.78971616700662,80,1000,68.38426769811653,4.818906281419307e-7,0.6803111127239589,0.75,0.7,0,60,9.81,0,0,184.45512202140168,188.5,188.49555921538757,2,850,850,0.1,0.02143518505584008,0.9785417613867463,9999,0.4989270880693373
3.8,40,80,40,14.623246452034426,0.3,9.36625e-4,0.00127,0.18,6048.231119892968,0.007972194081376425,0.022,0.16,1,32.78971629265691,32.7897161679024,80,1000,68.38426769870088,4.158483809154253e-7,0.6803111131352915,0.75,0.7,0,60,9.81,0,0,184.4551220239572,188.5,188.49555921538757,2,850,850,0.1,0.02143518504228268,0.9785417614003034,9999,0.4989270880700151
3.9,40,80,40,14.623246451909464,0.3,9.36625e-4,0.00127,0.18,6048.2311164874445,0.007972194081728272,0.022,0.16,1,32.78971627374002,32.789716168798186,80,1000,68.38426769928525,3.49806110004162e-7,0.680311113546624,0.75,0.7,0,60,9.81,0,0,184.4551220265127,188.5,188.49555921538757,2,850,850,0.1,0.02143518502872528,0.9785417614138605,9999,0.49892708807069297
4,40,80,40,14.623246451784505,0.3,9.36625e-4,0.00127,0.18,6048.231113081882,0.007972194082080122,0.022,0.16,1,32.789716254822906,32.78971616969398,80,1000,68.38426769986961,2.8376308118064725e-7,0.6803111139579615,0.75,0.7,0,60,9.81,0,0,184.45512202906824,188.5,188.49555921538757,2,850,850,0.1,0.02143518501516773,0.9785417614274177,9999,0.49892708807137087
4.1,40,80,40,14.623246451659547,0.3,9.36625e-4,0.00127,0.18,6048.231109676358,0.007972194082431971,0.022,0.16,1,32.78971623590601,32.78971617058976,80,1000,68.38426770045396,2.1772083395414182e-7,0.6803111143692939,0.75,0.7,0,60,9.81,0,0,184.45512203162374,188.5,188.49555921538757,2,850,850,0.1,0.021435185001610332,0.9785417614409748,9999,0.4989270880720487
4.2,40,80,40,14.623246451534587,0.3,9.36625e-4,0.00127,0.18,6048.231106270835,0.007972194082783818,0.022,0.16,1,32.78971621698912,32.78971617148555,80,1000,68.38426770103833,1.5167856304287852e-7,0.6803111147806266,0.75,0.7,0,60,9.81,0,0,184.45512203417925,188.5,188.49555921538757,2,850,850,0.1,0.021435184988052934,0.9785417614545319,9999,0.49892708807272657
4.3,40,80,40,14.623246451409628,0.3,9.36625e-4,0.00127,0.18,6048.231102865272,0.007972194083135669,0.022,0.16,1,32.78971619807201,32.78971617238134,80,1000,68.38426770162269,8.563555790412163e-8,0.6803111151919637,0.75,0.7,0,60,9.81,0,0,184.4551220367348,188.5,188.49555921538757,2,850,850,0.1,0.021435184974495383,0.9785417614680891,9999,0.4989270880734044
4.4,40,80,40,14.623246451295692,0.3,9.36625e-4,0.00127,0.18,6048.2310997602135,0.007972194083456471,0.022,0.16,1,32.78971618082413,32.789716173198094,80,1000,68.3842677021555,2.54201163822169e-8,0.6803111155670051,0.75,0.7,0,60,9.81,0,0,184.45512203906483,188.5,188.49555921538757,2,850,850,0.1,0.021435184962134136,0.97854176148045,9999,0.4989270880740225
4.5,40,80,40,14.623246451292884,0.3,9.36625e-4,0.00127,0.18,6048.231099683669,0.00797219408346438,0.022,0.16,1,32.78971618039894,32.789716173218224,80,1000,68.38426770216863,2.3935721552940475e-8,0.6803111155762503,0.75,0.7,0,60,9.81,0,0,184.45512203912227,188.5,188.49555921538757,2,850,850,0.1,0.021435184961829407,0.9785417614807548,9999,0.4989270880740377
4.6,40,80,40,14.623246451290077,0.3,9.36625e-4,0.00127,0.18,6048.231099607121,0.00797219408347229,0.022,0.16,1,32.78971617997374,32.78971617323836,80,1000,68.38426770218176,2.2451255669390473e-8,0.680311115585496,0.75,0.7,0,60,9.81,0,0,184.4551220391797,188.5,188.49555921538757,2,850,850,0.1,0.021435184961524675,0.9785417614810595,9999,0.49892708807405295
4.7,40,80,40,14.623246451287265,0.3,9.36625e-4,0.00127,0.18,6048.231099530575,0.007972194083480195,0.022,0.16,1,32.78971617954854,32.7897161732585,80,1000,68.3842677021949,2.0966813470598332e-8,0.6803111155947416,0.75,0.7,0,60,9.81,0,0,184.45512203923715,188.5,188.49555921538757,2,850,850,0.1,0.021435184961219947,0.9785417614813642,9999,0.49892708807406816
4.8,40,80,40,14.623246451284457,0.3,9.36625e-4,0.00127,0.18,6048.231099454029,0.007972194083488104,0.022,0.16,1,32.789716179123346,32.789716173278634,80,1000,68.38426770220804,1.9482371271806187e-8,0.680311115603987,0.75,0.7,0,60,9.81,0,0,184.4551220392946,188.5,188.49555921538757,2,850,850,0.1,0.021435184960915215,0.9785417614816689,9999,0.4989270880740834
4.9,40,80,40,14.62324645128165,0.3,9.36625e-4,0.00127,0.18,6048.2310993774445,0.007972194083496018,0.022,0.16,1,32.78971617869794,32.78971617329878,80,1000,68.38426770222117,1.7997194845520426e-8,0.6803111156132373,0.75,0.7,0,60,9.81,0,0,184.45512203935206,188.5,188.49555921538757,2,850,850,0.1,0.021435184960610334,0.9785417614819738,9999,0.49892708807409863
5,40,80,40,14.623246451278838,0.3,9.36625e-4,0.00127,0.18,6048.2310993009,0.007972194083503928,0.022,0.16,1,32.78971617827275,32.78971617331891,80,1000,68.38426770223431,1.6512800016244e-8,0.6803111156224826,0.75,0.7,0,60,9.81,0,0,184.4551220394095,188.5,188.49555921538757,2,850,850,0.1,0.021435184960305605,0.9785417614822786,9999,0.4989270880741139
5.1,40,80,40,14.623246451276032,0.3,9.36625e-4,0.00127,0.18,6048.231099224353,0.007972194083511833,0.022,0.16,1,32.789716177847545,32.789716173339045,80,1000,68.38426770224744,1.5028334132694e-8,0.6803111156317283,0.75,0.7,0,60,9.81,0,0,184.45512203946694,188.5,188.49555921538757,2,850,850,0.1,0.021435184960000873,0.9785417614825832,9999,0.4989270880741291
5.2,40,80,40,14.623246451273223,0.3,9.36625e-4,0.00127,0.18,6048.231099147808,0.007972194083519742,0.022,0.16,1,32.789716177422356,32.78971617335918,80,1000,68.38426770226057,1.3543915618659716e-8,0.6803111156409738,0.75,0.7,0,60,9.81,0,0,184.45512203952438,188.5,188.49555921538757,2,850,850,0.1,0.021435184959696145,0.978541761482888,9999,0.4989270880741444
5.3,40,80,40,14.623246451270411,0.3,9.36625e-4,0.00127,0.18,6048.23109907126,0.007972194083527652,0.022,0.16,1,32.78971617699715,32.78971617337931,80,1000,68.38426770227372,1.2059473419867572e-8,0.6803111156502195,0.75,0.7,0,60,9.81,0,0,184.45512203958182,188.5,188.49555921538757,2,850,850,0.1,0.021435184959391413,0.9785417614831927,9999,0.4989270880741596
5.4,40,80,40,14.623246451267605,0.3,9.36625e-4,0.00127,0.18,6048.2310989947155,0.00797219408353556,0.022,0.16,1,32.789716176571964,32.78971617339945,80,1000,68.38426770228685,1.0575054905833289e-8,0.6803111156594649,0.75,0.7,0,60,9.81,0,0,184.45512203963926,188.5,188.49555921538757,2,850,850,0.1,0.021435184959086685,0.9785417614834975,9999,0.49892708807417485
5.5,40,80,40,14.623246451264796,0.3,9.36625e-4,0.00127,0.18,6048.231098918168,0.007972194083543466,0.022,0.16,1,32.78971617614676,32.789716173419585,80,1000,68.38426770229998,9.090589022283288e-9,0.6803111156687105,0.75,0.7,0,60,9.81,0,0,184.4551220396967,188.5,188.49555921538757,2,850,850,0.1,0.021435184958781953,0.9785417614838021,9999,0.49892708807419006
5.6,40,80,40,14.623246451261986,0.3,9.36625e-4,0.00127,0.18,6048.231098841623,0.007972194083551378,0.022,0.16,1,32.78971617572157,32.78971617343972,80,1000,68.38426770231312,7.606170508249004e-9,0.680311115677956,0.75,0.7,0,60,9.81,0,0,184.45512203975414,188.5,188.49555921538757,2,850,850,0.1,0.021435184958477224,0.9785417614841069,9999,0.49892708807420527
5.7,40,80,40,14.623246451259178,0.3,9.36625e-4,0.00127,0.18,6048.231098765077,0.007972194083559286,0.022,0.16,1,32.78971617529638,32.78971617345985,80,1000,68.38426770232626,6.121751994214719e-9,0.6803111156872015,0.75,0.7,0,60,9.81,0,0,184.45512203981158,188.5,188.49555921538757,2,850,850,0.1,0.021435184958172492,0.9785417614844116,9999,0.49892708807422054
5.8,40,80,40,14.62324645125637,0.3,9.36625e-4,0.00127,0.18,6048.231098688531,0.007972194083567193,0.022,0.16,1,32.78971617487118,32.78971617347998,80,1000,68.38426770233939,4.637333480180436e-9,0.6803111156964469,0.75,0.7,0,60,9.81,0,0,184.45512203986902,188.5,188.49555921538757,2,850,850,0.1,0.021435184957867764,0.9785417614847163,9999,0.4989270880742358
